"REF_DATE","GEO","DGUID","Level of study","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Newfoundland and Labrador","2016A000210","College","Average age at graduation","Years","308","units ","0","v88836949","2.1.10","24","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Median age at graduation","Years","308","units ","0","v88836950","2.1.11","22","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Married or living common law","Percent","239","units ","0","v88836951","2.1.12","25","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","With dependent children","Percent","239","units ","0","v88836952","2.1.13","25","E","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","With previous postsecondary education","Percent","239","units ","0","v88836953","2.1.14","35","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Number of graduates","Number","223","units ","0","v88836954","2.2.1","700","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Average debt owed at graduation","Dollars","81","units ","0","v88836955","2.2.2","29400","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units ","0","v88836956","2.2.3","68","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Average debt owed at time of interview","Dollars","81","units ","0","v88836957","2.2.4","23500","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units ","0","v88836958","2.2.5","53","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Percentage of debt paid off at time of interview","Percent","239","units ","0","v88836959","2.2.6","20","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Employed at time of interview ","Percent","239","units ","0","v88836960","2.2.7","88","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Without personal income in the year prior to interview","Percent","239","units ","0","v88836961","2.2.8","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Average personal income in the year prior to interview","Dollars","81","units ","0","v88836962","2.2.9","31200","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Average age at graduation","Years","308","units ","0","v88836963","2.2.10","25","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Median age at graduation","Years","308","units ","0","v88836964","2.2.11","24","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Married or living common law","Percent","239","units ","0","v88836965","2.2.12","36","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","With dependent children","Percent","239","units ","0","v88836966","2.2.13","12","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","With previous postsecondary education","Percent","239","units ","0","v88836967","2.2.14","54","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Number of graduates","Number","223","units ","0","v88836968","2.3.1","100","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Average debt owed at graduation","Dollars","81","units ","0","v88836969","2.3.2","20400","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units ","0","v88836970","2.3.3","26","E","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Average debt owed at time of interview","Dollars","81","units ","0","v88836971","2.3.4","13100","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units ","0","v88836972","2.3.5","27","E","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Percentage of debt paid off at time of interview","Percent","239","units ","0","v88836973","2.3.6","35","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Employed at time of interview ","Percent","239","units ","0","v88836974","2.3.7","83","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Without personal income in the year prior to interview","Percent","239","units ","0","v88836975","2.3.8","","..","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Average personal income in the year prior to interview","Dollars","81","units ","0","v88836976","2.3.9","38100","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Average age at graduation","Years","308","units ","0","v88836977","2.3.10","29","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Median age at graduation","Years","308","units ","0","v88836978","2.3.11","27","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Married or living common law","Percent","239","units ","0","v88836979","2.3.12","40","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","With dependent children","Percent","239","units ","0","v88836980","2.3.13","14","E","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","With previous postsecondary education","Percent","239","units ","0","v88836981","2.3.14","96","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Number of graduates","Number","223","units ","0","v88836982","2.4.1","0","E","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Average debt owed at graduation","Dollars","81","units ","0","v88836983","2.4.2","32600","E","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units ","0","v88836984","2.4.3","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Average debt owed at time of interview","Dollars","81","units ","0","v88836985","2.4.4","","F","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units ","0","v88836986","2.4.5","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Percentage of debt paid off at time of interview","Percent","239","units ","0","v88836987","2.4.6","38","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Employed at time of interview ","Percent","239","units ","0","v88836988","2.4.7","70","E","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Without personal income in the year prior to interview","Percent","239","units ","0","v88836989","2.4.8","","..","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Average personal income in the year prior to interview","Dollars","81","units ","0","v88836990","2.4.9","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Average age at graduation","Years","308","units ","0","v88836991","2.4.10","33","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Median age at graduation","Years","308","units ","0","v88836992","2.4.11","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Married or living common law","Percent","239","units ","0","v88836993","2.4.12","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","With dependent children","Percent","239","units ","0","v88836994","2.4.13","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","With previous postsecondary education","Percent","239","units ","0","v88836995","2.4.14","100","","","","0"
"2000","Prince Edward Island","2016A000211","College","Number of graduates","Number","223","units ","0","v88836996","3.1.1","300","","","","0"
"2000","Prince Edward Island","2016A000211","College","Average debt owed at graduation","Dollars","81","units ","0","v88836997","3.1.2","10800","","","","0"
"2000","Prince Edward Island","2016A000211","College","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units ","0","v88836998","3.1.3","6","E","","","0"
"2000","Prince Edward Island","2016A000211","College","Average debt owed at time of interview","Dollars","81","units ","0","v88836999","3.1.4","8600","","","","0"
"2000","Prince Edward Island","2016A000211","College","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units ","0","v88837000","3.1.5","4","E","","","0"
"2000","Prince Edward Island","2016A000211","College","Percentage of debt paid off at time of interview","Percent","239","units ","0","v88837001","3.1.6","22","","","","0"
"2000","Prince Edward Island","2016A000211","College","Employed at time of interview ","Percent","239","units ","0","v88837002","3.1.7","86","","","","0"
"2000","Prince Edward Island","2016A000211","College","Without personal income in the year prior to interview","Percent","239","units ","0","v88837003","3.1.8","","..","","","0"
"2000","Prince Edward Island","2016A000211","College","Average personal income in the year prior to interview","Dollars","81","units ","0","v88837004","3.1.9","22600","","","","0"
"2000","Prince Edward Island","2016A000211","College","Average age at graduation","Years","308","units ","0","v88837005","3.1.10","26","","","","0"
"2000","Prince Edward Island","2016A000211","College","Median age at graduation","Years","308","units ","0","v88837006","3.1.11","24","","","","0"
"2000","Prince Edward Island","2016A000211","College","Married or living common law","Percent","239","units ","0","v88837007","3.1.12","32","","","","0"
"2000","Prince Edward Island","2016A000211","College","With dependent children","Percent","239","units ","0","v88837008","3.1.13","31","","","","0"
"2000","Prince Edward Island","2016A000211","College","With previous postsecondary education","Percent","239","units ","0","v88837009","3.1.14","40","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Number of graduates","Number","223","units ","0","v88837010","3.2.1","100","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Average debt owed at graduation","Dollars","81","units ","0","v88837011","3.2.2","23500","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units ","0","v88837012","3.2.3","45","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Average debt owed at time of interview","Dollars","81","units ","0","v88837013","3.2.4","16400","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units ","0","v88837014","3.2.5","27","E","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Percentage of debt paid off at time of interview","Percent","239","units ","0","v88837015","3.2.6","27","E","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Employed at time of interview ","Percent","239","units ","0","v88837016","3.2.7","91","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Without personal income in the year prior to interview","Percent","239","units ","0","v88837017","3.2.8","","..","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Average personal income in the year prior to interview","Dollars","81","units ","0","v88837018","3.2.9","31200","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Average age at graduation","Years","308","units ","0","v88837019","3.2.10","25","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Median age at graduation","Years","308","units ","0","v88837020","3.2.11","24","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Married or living common law","Percent","239","units ","0","v88837021","3.2.12","42","E","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","With dependent children","Percent","239","units ","0","v88837022","3.2.13","23","E","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","With previous postsecondary education","Percent","239","units ","0","v88837023","3.2.14","55","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Number of graduates","Number","223","units ","0","v88837024","3.3.1","0","E","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Average debt owed at graduation","Dollars","81","units ","0","v88837025","3.3.2","24800","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units ","0","v88837026","3.3.3","47","E","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Average debt owed at time of interview","Dollars","81","units ","0","v88837027","3.3.4","20300","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units ","0","v88837028","3.3.5","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Percentage of debt paid off at time of interview","Percent","239","units ","0","v88837029","3.3.6","21","E","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Employed at time of interview ","Percent","239","units ","0","v88837030","3.3.7","69","E","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Without personal income in the year prior to interview","Percent","239","units ","0","v88837031","3.3.8","","..","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Average personal income in the year prior to interview","Dollars","81","units ","0","v88837032","3.3.9","30100","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Average age at graduation","Years","308","units ","0","v88837033","3.3.10","27","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Median age at graduation","Years","308","units ","0","v88837034","3.3.11","27","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Married or living common law","Percent","239","units ","0","v88837035","3.3.12","47","E","","","0"
"2000","Prince Edward Island","2016A000211","Master's","With dependent children","Percent","239","units ","0","v88837036","3.3.13","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","With previous postsecondary education","Percent","239","units ","0","v88837037","3.3.14","100","","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Number of graduates","Number","223","units ","0","v88837038","3.4.1","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Average debt owed at graduation","Dollars","81","units ","0","v88837039","3.4.2","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units ","0","v88837040","3.4.3","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Average debt owed at time of interview","Dollars","81","units ","0","v88837041","3.4.4","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units ","0","v88837042","3.4.5","","..","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Percentage of debt paid off at time of interview","Percent","239","units ","0","v88837043","3.4.6","100","","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Employed at time of interview ","Percent","239","units ","0","v88837044","3.4.7","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Without personal income in the year prior to interview","Percent","239","units ","0","v88837045","3.4.8","","..","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Average personal income in the year prior to interview","Dollars","81","units ","0","v88837046","3.4.9","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Average age at graduation","Years","308","units ","0","v88837047","3.4.10","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Median age at graduation","Years","308","units ","0","v88837048","3.4.11","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Married or living common law","Percent","239","units ","0","v88837049","3.4.12","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","With dependent children","Percent","239","units ","0","v88837050","3.4.13","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","With previous postsecondary education","Percent","239","units ","0","v88837051","3.4.14","","x","","","0"
"2000","Nova Scotia","2016A000212","College","Number of graduates","Number","223","units ","0","v88837052","4.1.1","1400","","","","0"
"2000","Nova Scotia","2016A000212","College","Average debt owed at graduation","Dollars","81","units ","0","v88837053","4.1.2","12600","","","","0"
"2000","Nova Scotia","2016A000212","College","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units ","0","v88837054","4.1.3","10","E","","","0"
"2000","Nova Scotia","2016A000212","College","Average debt owed at time of interview","Dollars","81","units ","0","v88837055","4.1.4","9700","","","","0"
"2000","Nova Scotia","2016A000212","College","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units ","0","v88837056","4.1.5","6","E","","","0"
"2000","Nova Scotia","2016A000212","College","Percentage of debt paid off at time of interview","Percent","239","units ","0","v88837057","4.1.6","24","","","","0"
"2000","Nova Scotia","2016A000212","College","Employed at time of interview ","Percent","239","units ","0","v88837058","4.1.7","86","","","","0"
"2000","Nova Scotia","2016A000212","College","Without personal income in the year prior to interview","Percent","239","units ","0","v88837059","4.1.8","","..","","","0"
"2000","Nova Scotia","2016A000212","College","Average personal income in the year prior to interview","Dollars","81","units ","0","v88837060","4.1.9","22500","","","","0"
"2000","Nova Scotia","2016A000212","College","Average age at graduation","Years","308","units ","0","v88837061","4.1.10","26","","","","0"
"2000","Nova Scotia","2016A000212","College","Median age at graduation","Years","308","units ","0","v88837062","4.1.11","24","","","","0"
"2000","Nova Scotia","2016A000212","College","Married or living common law","Percent","239","units ","0","v88837063","4.1.12","35","","","","0"
"2000","Nova Scotia","2016A000212","College","With dependent children","Percent","239","units ","0","v88837064","4.1.13","30","","","","0"
"2000","Nova Scotia","2016A000212","College","With previous postsecondary education","Percent","239","units ","0","v88837065","4.1.14","44","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Number of graduates","Number","223","units ","0","v88837066","4.2.1","1000","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Average debt owed at graduation","Dollars","81","units ","0","v88837067","4.2.2","23500","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units ","0","v88837068","4.2.3","47","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Average debt owed at time of interview","Dollars","81","units ","0","v88837069","4.2.4","19200","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units ","0","v88837070","4.2.5","40","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Percentage of debt paid off at time of interview","Percent","239","units ","0","v88837071","4.2.6","17","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Employed at time of interview ","Percent","239","units ","0","v88837072","4.2.7","90","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Without personal income in the year prior to interview","Percent","239","units ","0","v88837073","4.2.8","","x","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Average personal income in the year prior to interview","Dollars","81","units ","0","v88837074","4.2.9","28900","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Average age at graduation","Years","308","units ","0","v88837075","4.2.10","25","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Median age at graduation","Years","308","units ","0","v88837076","4.2.11","24","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Married or living common law","Percent","239","units ","0","v88837077","4.2.12","32","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","With dependent children","Percent","239","units ","0","v88837078","4.2.13","16","E","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","With previous postsecondary education","Percent","239","units ","0","v88837079","4.2.14","47","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Number of graduates","Number","223","units ","0","v88837080","4.3.1","200","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Average debt owed at graduation","Dollars","81","units ","0","v88837081","4.3.2","19000","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units ","0","v88837082","4.3.3","34","E","","","0"
"2000","Nova Scotia","2016A000212","Master's","Average debt owed at time of interview","Dollars","81","units ","0","v88837083","4.3.4","14600","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units ","0","v88837084","4.3.5","36","E","","","0"
"2000","Nova Scotia","2016A000212","Master's","Percentage of debt paid off at time of interview","Percent","239","units ","0","v88837085","4.3.6","26","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Employed at time of interview ","Percent","239","units ","0","v88837086","4.3.7","92","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Without personal income in the year prior to interview","Percent","239","units ","0","v88837087","4.3.8","","x","","","0"
"2000","Nova Scotia","2016A000212","Master's","Average personal income in the year prior to interview","Dollars","81","units ","0","v88837088","4.3.9","32000","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Average age at graduation","Years","308","units ","0","v88837089","4.3.10","29","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Median age at graduation","Years","308","units ","0","v88837090","4.3.11","27","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Married or living common law","Percent","239","units ","0","v88837091","4.3.12","49","","","","0"
